Obs,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
11,11:02:41,2025-07-23,Manual gsw+F,LI-COR Default,,011,,,0.017717,2.138380,0.017571,0.464550,1.081053,1.063638,3.145850,2.064798,13.260414,13.477529,39.219444,0.441786,7.500000,PSF-00232_20250723110241_f3a,0.000000,0.000000,0.000000,102.588417,230.967697,0.555832,0.5,0.80,143.203857,1.000000,36.44,35.85,23.84,24.82,24.82,80.21,93.3,82.2,11.9,644,4.077,10:55:12,2025-07-23,0.09,1,0.000,0.000,-0.000,-0.025,-2.657,-6.954,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,221.223236,25,-6.660092,220.603104,221.424393,-0.821289,2.462317,2.471528,1.150830,0.758857,0.285610,0.011428,0.135267,0.644035,102.588417,0.000633,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110241_f3a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
12,11:03:34,2025-07-23,Manual gsw+F,LI-COR Default,,012,,,0.016338,2.211925,0.016219,0.515505,1.129047,1.110617,3.604096,2.475050,13.841927,14.071616,44.918835,0.441786,7.500000,PSF-00232_20250723110334_578,0.000000,0.000000,0.000000,65.179108,165.183807,0.605415,0.5,0.80,379.292847,1.000000,37.25,36.64,24.20,27.12,27.12,80.24,97.8,82.7,15.4,1566,4.076,10:55:12,2025-07-23,0.09,1,-0.001,-0.000,0.001,0.578,1.051,2.192,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,151.795868,25,-9.647339,149.360062,151.360046,-1.999985,2.463441,2.472689,1.182728,0.759980,0.281599,0.034362,0.139354,1.412809,65.179108,0.000632,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110334_578,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
13,11:04:15,2025-07-23,Manual gsw+F,LI-COR Default,,013,,,0.018688,2.144851,0.018526,0.541267,1.049505,1.029281,3.330089,2.280584,12.826167,13.078186,41.497211,0.441786,7.500000,PSF-00232_20250723110415_890,0.000000,0.000000,0.000000,66.883209,207.076141,0.677011,0.5,0.80,462.742615,1.000000,34.12,33.47,24.44,25.78,25.78,80.25,93.6,87.4,6.6,1709,4.074,10:55:12,2025-07-23,0.09,1,-0.001,-0.001,-0.001,0.467,0.807,1.237,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,186.616302,25,-14.965256,185.079575,185.632294,-0.552719,2.458595,2.467899,1.153570,0.769872,0.278857,0.015613,0.142450,1.531621,66.883209,0.000623,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110415_890,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
14,11:05:12,2025-07-23,Manual gsw+F,LI-COR Default,,014,,,0.040293,2.197384,0.039567,1.260681,1.090109,1.044592,3.572560,2.482451,13.017569,13.584803,44.520790,0.441786,7.500000,PSF-00232_20250723110512_ff8,0.000000,0.000000,0.000000,65.114021,142.128448,0.541865,0.5,0.80,377.946991,1.000000,34.77,33.32,24.77,26.97,26.97,80.24,96.9,79.6,17.8,1744,4.073,10:55:12,2025-07-23,0.09,1,0.001,0.002,0.005,0.412,0.788,1.594,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,125.615356,25,-12.892138,120.419739,123.655190,-3.235451,2.458305,2.468817,1.176287,0.753380,0.275292,0.025902,0.146788,1.560769,65.114021,0.000610,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110512_ff8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
15,11:06:13,2025-07-23,Manual gsw+F,LI-COR Default,,015,,,0.004964,2.248203,0.004953,0.133730,1.059334,1.054658,3.168790,2.109456,13.143503,13.201777,39.490532,0.441786,7.500000,PSF-00232_20250723110613_3e2,0.000000,0.000000,0.000000,76.277733,290.402710,0.737338,0.5,0.80,374.024170,1.000000,33.28,33.13,25.02,24.94,24.94,80.24,100.0,78.2,21.8,1268,4.070,11:05:42,2025-07-23,0.26,1,0.000,-0.000,-0.003,0.152,0.574,0.883,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,276.737091,25,-9.358953,277.381897,276.992188,0.389709,2.457973,2.466223,1.199106,0.750554,0.272505,-0.000890,0.151473,1.164296,77.316284,0.000644,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110613_3e2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
16,11:07:00,2025-07-23,Manual gsw+F,LI-COR Default,,016,,,0.001356,2.168883,0.001355,0.050049,1.056226,1.054385,3.927131,2.870905,13.139944,13.162889,48.940632,0.441786,7.500000,PSF-00232_20250723110700_e94,0.000000,0.000000,0.000000,72.566628,81.401108,0.108530,0.5,0.80,88.119843,1.000000,32.79,32.74,25.22,28.59,28.59,80.24,95.1,84.2,11.4,2030,4.069,11:05:42,2025-07-23,0.26,1,-0.001,-0.002,0.001,-2.153,-1.388,-0.015,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,81.401108,25,6.686845,84.356544,90.982750,-6.626205,2.457338,2.465446,1.163856,0.763144,0.270382,0.040030,0.155084,1.799293,72.566628,0.000608,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110700_e94,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
17,11:07:39,2025-07-23,Manual gsw+F,LI-COR Default,,017,,,0.002682,2.123425,0.002678,0.076114,1.102026,1.099145,3.319562,2.217536,13.697274,13.733183,41.367584,0.441786,7.500000,PSF-00232_20250723110739_db0,0.000000,0.000000,0.000000,77.216148,257.593353,0.700240,0.5,0.80,409.706390,1.000000,33.95,33.86,25.35,25.72,25.72,80.25,92.4,85.2,7.7,1463,4.068,11:05:42,2025-07-23,0.26,1,-0.000,-0.001,0.002,0.352,0.807,1.586,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,246.407745,25,-7.686675,245.472198,246.579056,-1.106857,2.459022,2.467192,1.144544,0.765192,0.268977,0.004380,0.158002,1.326510,77.216148,0.000642,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110739_db0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
18,11:08:42,2025-07-23,Manual gsw+F,LI-COR Default,,018,,,0.031658,2.214754,0.031212,0.957956,1.121141,1.086945,3.513149,2.392007,13.543850,13.969953,43.775501,0.441786,7.500000,PSF-00232_20250723110842_c7d,0.000000,0.000000,0.000000,69.796440,178.562210,0.609120,0.5,0.80,460.372253,1.000000,34.12,33.07,25.55,26.68,26.68,80.25,97.9,35.3,64.0,1889,4.067,11:05:42,2025-07-23,0.26,1,0.001,0.001,0.005,-0.112,-1.211,-2.349,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,168.788910,25,-6.768010,167.358398,168.864273,-1.505875,2.457791,2.467406,1.183990,0.665680,0.266765,0.013219,0.162589,1.682289,69.796440,0.000615,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110842_c7d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
19,11:09:47,2025-07-23,Manual gsw+F,LI-COR Default,,019,,,0.005326,2.188037,0.005313,0.165465,1.091714,1.085703,3.519166,2.427452,13.528127,13.603022,43.849667,0.441786,7.500000,PSF-00232_20250723110947_dd8,0.000000,0.000000,0.000000,58.336617,180.509857,0.676823,0.5,0.80,433.870544,1.000000,32.73,32.55,25.81,26.71,26.71,80.26,96.3,39.0,59.5,1603,4.064,11:05:42,2025-07-23,0.26,1,0.002,0.003,0.003,0.567,0.334,1.492,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,157.415985,25,-15.658108,154.099701,158.073212,-3.973511,2.456939,2.465235,1.172182,0.672679,0.264090,0.010575,0.167327,1.443111,58.336617,0.000623,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723110947_dd8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
20,11:10:19,2025-07-23,Manual gsw+F,LI-COR Default,,020,,,0.027968,2.083709,0.027598,1.113032,1.144027,1.100807,4.271658,3.127631,13.715939,14.254457,53.224415,0.441786,7.500000,PSF-00232_20250723111019_11d,0.000000,0.000000,0.000000,53.062321,91.714455,0.421440,0.5,0.80,327.546387,1.000000,34.04,32.75,25.93,30.05,30.05,80.26,90.0,85.0,5.5,1943,4.064,11:05:42,2025-07-23,0.26,1,0.000,0.001,0.003,0.101,0.082,1.058,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,85.755226,25,-3.596214,87.298393,86.561409,0.736984,2.457235,2.467221,1.128160,0.764779,0.262780,0.049296,0.169620,1.726908,53.062321,0.000611,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723111019_11d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
21,11:10:45,2025-07-23,Manual gsw+F,LI-COR Default,,021,,,0.030640,2.076573,0.030195,1.241750,1.155298,1.106861,4.342827,3.187530,13.791289,14.394798,54.110832,0.441786,7.500000,PSF-00232_20250723111045_510,0.000000,0.000000,0.000000,85.554596,119.499252,0.284057,0.5,0.80,225.773026,1.000000,34.11,32.68,26.06,30.33,30.33,80.26,89.6,83.7,6.5,1987,4.063,11:05:42,2025-07-23,0.26,1,0.000,-0.000,0.000,-0.044,-0.026,-0.360,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,113.332275,25,-4.245083,112.957832,113.416435,-0.458603,2.457097,2.467303,1.125262,0.762109,0.261411,0.051278,0.171488,1.763604,85.554596,0.000589,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723111045_510,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
22,11:11:29,2025-07-23,Manual gsw+F,LI-COR Default,,022,,,-0.001447,2.155633,-0.001448,-0.050127,1.098125,1.099984,3.792434,2.694309,13.703680,13.680516,47.246403,0.441786,7.500000,PSF-00232_20250723111129_f4d,0.000000,0.000000,0.000000,117.885231,188.696320,0.375265,0.5,0.80,239.968781,1.000000,32.03,32.08,26.27,27.99,27.99,80.27,94.3,46.3,50.9,1599,4.061,11:05:42,2025-07-23,0.26,1,-0.000,-0.000,0.001,0.042,-2.471,-11.206,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,182.880524,25,-4.097262,181.157471,182.825317,-1.667847,2.456146,2.464079,1.158164,0.686726,0.259257,0.020266,0.174606,1.439829,117.885231,0.000613,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723111129_f4d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
23,11:12:25,2025-07-23,Manual gsw+F,LI-COR Default,,023,,,0.022216,2.221214,0.021996,0.918441,1.135170,1.102526,4.371120,3.235950,13.738515,14.145288,54.468281,0.441786,7.500000,PSF-00232_20250723111225_c64,0.000000,0.000000,0.000000,58.812260,74.564651,0.211258,0.5,0.80,172.424911,1.000000,32.55,31.61,26.56,30.45,30.45,80.25,98.3,29.7,69.8,2040,4.060,11:05:42,2025-07-23,0.26,1,0.001,0.001,0.004,-0.343,-0.851,-2.027,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,73.206779,25,-1.077368,73.517921,73.020882,0.497040,2.455384,2.464832,1.186880,0.655320,0.256313,0.046735,0.178560,1.808136,58.812260,0.000581,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723111225_c64,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
24,11:13:15,2025-07-23,Manual gsw+F,LI-COR Default,,024,,,0.008264,2.064036,0.008231,0.334106,1.167687,1.154551,4.313719,3.146033,14.387512,14.551201,53.755688,0.441786,7.500000,PSF-00232_20250723111315_128,0.000000,0.000000,0.000000,85.242752,102.392120,0.167487,0.5,0.80,131.671356,1.000000,32.94,32.57,26.83,30.22,30.22,80.25,88.9,73.2,17.6,1965,4.058,11:05:42,2025-07-23,0.26,1,0.001,0.000,0.003,-1.775,-3.566,-6.134,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,98.669884,25,-2.814034,97.595215,98.359863,-0.764648,2.456794,2.465384,1.120205,0.740300,0.253523,0.040583,0.181999,1.745562,86.592438,0.000604,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723111315_128,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
